Spider-Man (Peter Parker)
Roger Dutton (Earth-616)
Rongor (Asgard) (Earth-616)
Satrina (Earth-616)
Strug (Earth-616)
Torg the Abominable Snow-King (Earth-616)
Tyrr (Earth-616)
Whitemane (Asgard) (Earth-616)
Ariel (Zephyrean) (Earth-616)
Catherine Saint (Earth-616)
Chandu (Earth-616)
Filius Omen (Earth-616)
Frank Jenks (Earth-616)
Harry Pace (Earth-616)
Hektu (Earth-616)
Hilda Zemo (Earth-616)
Hugh McCoy (Earth-616)
Jason Frankenstein (Earth-616)
Jennifer Glatzer (Earth-616)
Kagg (Earth-616)
Living Buddha (Earth-616)
Lorna Zane (Earth-616)
Marcia Deaton (Earth-616)
Moose Morgan (Earth-616)
Nergal
Quellor (Earth-616)
Rihva (Earth-616)
Rothgar (Earth-616)
Sarnak (Earth-616)
Slugger Johnson (Earth-616)
Tammuz (Earth-616)
Ulla (Earth-616)
Volpan (Earth-616)
Yezdigerd (Earth-616)
Agent of Heaven (Earth-616)
Apocalypse (Mr.Kazarian) (Earth-616)
Behemoth (Kay-Twelve) (Earth-616)
Brad Wrangle (Earth-616)
Chaga (Earth-616)
Danton Vayla (Earth-616)
Duke Mannery (Earth-616)
Ebrok (Earth-616)
Elianne Turac (Earth-616)
Ezekiel Tork (Earth-616)
Ferguson Blaine (Earth-616)
Gail Paris (Earth-616)
Garvey (Earth-616)
Giuseppe Montesi (Earth-616)
Granitor (Earth-616)
Hunchback of Notre Dame (Earth-616)
Inanna (Earth-616)
Joe Cord (Earth-616)
Kometes (Earth-616)
Liza Pyne (Earth-616)
Lizhardus (Earth-616)
Lord Karnaj (Earth-616)
Ma Mayhem (Earth-616)
Malgato (Earth-616)
Maybelle Tork (Earth-616)
Mister Slick (Earth-616)
Molecule Man (Artifical Construct) (Earth-616)
Nestos (Earth-616)
Nicholas Bordia (Earth-616)
Paxton Pentecost (Earth-616)
Phineas T. Coroner (Earth-616)
Razorblade (Earth-616)
Robert Russo (Earth-616)
Sanford (Earth-616)
Scythe (Mercenary) (Earth-616)
Shu-Hu (Earth-616)
Snatos (Earth-616)
Ternak (Earth-616)
Thugra Khothan (Earth-616)
Tragg (Carnival) (Earth-616)
Wally Bevins (Earth-616)
Zofia Dracula (Earth-616)
Alchemoid (Earth-616)
Andre Rostov (Earth-616)
Anthony Serba (Earth-616)
Belaric Marcosa (Earth-616)
Bill Gordon (Bronze Age) (Earth-616)
Borgia (Roclite) (Earth-616)
Centarius (Earth-616)
Daphne von Wilkinson (Earth-616)
Dryminextes (Earth-616)
Father Darklyte (Earth-616)
Francis William Maxwell (Earth-616)
Frobbank (Earth-616)
Gervasse (Earth-616)
Grant Whittacker (Earth-616)
Harrison J. Merriwell (Earth-616)
Hermann von Reitberger (Earth-616)
Janet Lyton (Earth-616)
Juan Aponte (Earth-616)
Legion (Possessors) (Earth-616)
MCM-XLI (Earth-616)
Michael Rodgers (Earth-616)
Oruthu (Earth-616)
Ramon Grant (Earth-616)
Shaya (Earth-616)
Sheeas (Earth-616)
Sky-Walker (Starron) (Earth-616)
Steel Serpent (Death Touch) (Earth-616)
Takkor (Earth-616)
Tapping Tommy (Earth-616)
Taramis (Earth-616)
Thaug (Earth-616)
Ushas (Earth-616)
Xepdgin (Earth-616)
Abraham Beame (Earth-616)
Amos Crawley (Earth-616)
Arno (Earth-616)
Arus (Earth-616)
Assassin (Maria) (Earth-616)
Braggadoom (Earth-616)
Broop (Earth-616)
Carmen Escudero (Earth-616)
Carol Harding (Earth-616)
Conquer-Lord (Quinn) (Earth-616)
Edward Lansing (Earth-616)
Geronimo (Earth-616)
Harlan Stillwell (Earth-616)
Heathcliff Rochester (Earth-616)
Jack (Earth-616)
Jon Peahl (Earth-616)
Juan Elmirez (Earth-616)
Keith Jackson (Earth-616)
Kerwin Kronus (Earth-616)
Lodur (Asgardian) (Earth-616)
Mac-Ronn (Earth-616)
Mangler (Daniels) (Earth-616)
Maxwell Glenn (Earth-616)
Menoetius (Earth-616)
Merlin (Robot) (Earth-616)
Mikhail Kutuzov (Earth-616)
Morgan le Fay (Robot) (Earth-616)
Mrs. Dragonsworth (Earth-616)
Omar Karindu (Earth-616)
Patsy Dragonsworth (Earth-616)
Ragar (Earth-616)
Ramiro Xuc (Earth-616)
Raymond Jones (Earth-616)
Ryan (Earth-616)
Silas Warden (Earth-616)
Titanis (Earth-616)
Darnak (Earth-616)
Gareth (Spartoi) (Earth-616)
Joseph Kragowski (Earth-616)
Madam Web (Earth-616)
Man-Fish (Earth-616)
Margay Sorenson (Earth-616)
Mister One and Mister Two (Earth-616)
Modt (Earth-616)
Monk Keys (Earth-616)
Nicodemus (Sorcerer) (Earth-616)
Pierre Dentifris (Earth-616)
Prince Philip (Earth-616)
Ralph Rider (Earth-616)
Relstor (Earth-616)
Securitron
Shambler (Earth-616)
Soul-Drinker (Earth-616)
Sporr (Fomalhauti) (Earth-616)
Stephen Weems (Earth-616)
Thomas Ewing (Earth-616)
Tri-Animan (Earth-616)
Visimajoris (Earth-616)
Werner Eisen (Earth-616)
Adam Manna (Earth-616)
Barok (Earth-616)
Carl Braden (Earth-616)
Eric Barlow (Earth-616)
Franz Gerhardt (Earth-616)
Haemon (Earth-616)
Hogg (Earth-616)
Jacob Wallaby (Earth-616)
"Joseph Danvers, Jr. (Earth-616)"
Manipulator (Robot) (Earth-616)
Matani (Earth-616)
Mela (Earth-616)
Moran (Earth-616)
Nathan Beame (Earth-616)
Njord (Earth-616)
Observer YJ-18 (Earth-616)
Roak (Earth-616)
Sinister Soofi (Earth-616)
Tatia (Earth-616)
Tinta (Earth-616)
Yada (Earth-616)
Aeneas (Earth-616)
Agamemnon (Mythology) (Earth-616)
Anson Harkov (Earth-616)
Argus the One-Eyed
Bloodhawk (Avengers) (Earth-616)
Carbon (Human) (Earth-616)
Cassandra (Earth-616)
Cerberus (Shogun Warriors) (Earth-616)
Cobalt (Human) (Earth-616)
Darren Cross (Earth-616)
Diomedes (Earth-616)
Hagar (Earth-616)
Hiram Dobbs (Earth-616)
Jaketch (Earth-616)
James Valkon (Earth-616)
John Diamond (Earth-616)
Joshua Farkas (Earth-616)
Karl Janacek (Earth-616)
Katrinka Janice Clayton (Earth-616)
Lupinar (Earth-616)
Maur-Konn (Earth-616)
Menelaus (Earth-616)
Metabo (Earth-616)
Monolith (Alien) (Earth-616)
Pandarus of Lycia (Earth-616)
Passing Cloud (Earth-616)
Philoctetes (Earth-616)
Phosphorus (Human) (Earth-616)
Priam (Earth-616)
Sandy Herkowitz (Earth-616)
Sandy Jones (Earth-616)
Sashia (Earth-616)
Sergei Kotzinin (Earth-616)
Starchild (Earth-616)
Tawa (Earth-616)
Teacher (Bloodhawk) (Earth-616)
Aaron Verne (Earth-616)
Agent Syn (Earth-616)
Alexi Kalishnikov (Earth-616)
Alfred Tooks (Earth-616)
Bayan (Earth-616)
Benedict Pierce (Earth-616)
Brute Bashby (Earth-616)
Carl Delandan (Earth-616)
Dawn Starr (Earth-616)
Elephantine (Earth-616)
Eluke (Earth-616)
Fury (Changeling) (Earth-616)
Gamesman (Earth-616)
John Judson (Earth-616)
Kan (Earth-616)
Magni Thorson (Earth-616)
Malachi Toomes (Earth-616)
Michael Trudeau (Earth-616)
Minotaurus (Earth-616)
Mister Whitman (Earth-616)
Modi Thorson (Earth-616)
Neptunus (Earth-616)
Pantherus (Earth-616)
Roy (Earth-616)
Sheila Marks (Earth-616)
Svarog (Earth-616)
Vali (Earth-616)
Viperus (Earth-616)
Aegir (Earth-616)
Air (Elementals) (Earth-616)
Albert Vito (Earth-616)
Beverly Matheson (Earth-616)
Dephine (Earth-616)
Dexter Quentin (Earth-616)
Earth (Elementals) (Earth-616)
Eva Krauss (Earth-616)
Fire (Elementals) (Earth-616)
Galactic Destroyer (Earth-616)
Gorn (Warrior) (Earth-616)
Harold Becker (Earth-616)
Jock Forrester (Earth-616)
Joshua Grimly (Earth-616)
Jules Baxendale (Earth-616)
Kevin Matheson (Earth-616)
Montenegro (Earth-616)
Phillip le Guin (Earth-616)
Rufus Carter (Earth-616)
Sep (Earth-616)
Shadow Lord (Earth-616)
Shu Han (Earth-616)
Sibylla (Earth-616)
Solon Stabilizer (Earth-616)
Tani Uiruson (Earth-616)
Thyrio (Earth-616)
Water (Elementals) (Earth-616)
William Liu (Earth-616)
Abraham Lincoln (Robot) (Earth-616)
Alcemides (Earth-616)
Amergin (Earth-616)
Arthur Chekhov (Earth-616)
Asano Kimura (Earth-616)
Ashake (Mero\u00eb) (Earth-616)
Black Eagle (Earth-616)
Dalia (Earth-616)
Daniel Shomron (Earth-616)
Dulb (Earth-616)
Ereshkigal (Goddess) (Earth-616)
Fear (Dark Man) (Earth-616)
Fiona McMurdo (Earth-616)
Freakmaster (Earth-616)
Glytra (Earth-616)
Ian Fate (Earth-616)
James Melvin (Earth-616)
Li Ching-Lin (Earth-616)
Nose Norton (Earth-616)
Phraug (Earth-616)
Raymond Royton (Earth-616)
Samhain (Earth-616)
Tethra (Earth-616)
Thomas Zebulon Guthrie (Earth-616)
Arnold Donovan (Earth-616)
Caryn Wise (Earth-616)
Deadshot Darrance (Earth-616)
Ja-Quari (Earth-616)
Karant Kiar (Earth-616)
Korath (Inhuman) (Earth-616)
Mayor Byrne (Earth-616)
Ootah (Earth-616)
Retread (Earth-616)
Schuyler Belial (Earth-616)
Sheila Danning (Earth-616)
William Boylan (Earth-616)
Xxan Xxar (Earth-616)
Aelfyre Whitemane (Earth-616)
Anthony Sloan (Earth-616)
Bragi (Earth-616)
Byrel Whitemane (Earth-616)
Charasulla (Earth-616)
Danielle Belmonde (Earth-616)
Elias Spector (Earth-616)
Garwood (Earth-616)
Giles Peacock (Earth-616)
Jesse Johns (Earth-616)
Jo (Morlock) (Earth-616)
Joel Drake (Earth-616)
Karen Lee (Ross) (Earth-616)
Kwan Tai-Fung (Earth-616)
Mary Drake (Earth-616)
Matt Slade III (Earth-616)
Oliver Cutlass (Earth-616)
Otny (Earth-616)
Ralph Ratchit (Earth-616)
Senator Phillip (Earth-616)
Sirius (dog) (Earth-616)
Skyler Wolf (Earth-616)
Steel Kommando (Earth-616)
Timothy Anders (Earth-616)
Ace Spencer (Earth-616)
Angerboda (Earth-616)
Ariane (Galadorian) (Earth-616)
Basil Thorpe (Earth-616)
Boyd Wilson (Earth-616)
Carla Ballinger (Earth-616)
Celia DeWolff Weatherby (Earth-616)
Chakar (Earth-616)
Charlie Carcrash (Earth-616)
Dakari (Earth-616)
Edward Gardner (Earth-616)
Elsie Gertz (Earth-616)
Fred Hopkins (Earth-616)
Gerald Jablonski (Earth-616)
Gorth (Earth-616)
Gunnar (Earth-616)
Hogan adopted daughter (Earth-616)
Hogan adopted son (Earth-616)
Horace Rosenthal (Earth-616)
Jacques Moreau (Earth-616)
Jeanne Chretien (Earth-616)
Jinx (Theodore) (Earth-616)
Joe Carson (Earth-616)
Leif (Asgardian) (Earth-616)
Lexi (Earth-616)
Lorenzo Spencer (Earth-616)
Ludlow Grimes (Earth-616)
Mordonna (Earth-616)
Nick Rodriquez (Earth-616)
Paul Domenic (Earth-616)
Phil Descard (Earth-616)
Ranar (Earth-616)
Robert Arnold (Earth-616)
Rose Spencer (Earth-616)
Sam Ross (Earth-616)
Steelshot (Earth-616)
Thomas Hanson (Earth-616)
Winslow Smith (Earth-616)
Zebediah Stane (Earth-616)
Asterius (Earth-616)
Bruce Crossman (Earth-616)
Christina Natchios (Earth-616)
Concussion (Earth-616)
David Thompson (Earth-616)
Dawn Middlebury (Earth-616)
Deb Lowry (Earth-616)
Dewlap (Earth-616)
Einar (Earth-616)
Emma la Porte (Earth-616)
Ernesto Sapristi (Earth-616)
Gabriella Sapristi (Earth-616)
Giovanni Sapristi (Earth-616)
Hal (Warpies) (Earth-616)
Harvey Jessup (Earth-616)
Horst Kleinmann (Earth-148611)
Iuriale (Earth-616)
Jaagur (Earth-616)
Jack Hazzard (Earth-616)
Jacob Fury (LMD) (Earth-616)
James Christian (Earth-616)
John Lewandow (Earth-616)
Kali (Goddess) (Earth-616)
Kellen (Earth-616)
Marcus Coriander (Earth-616)
Maria Proudstar (Earth-616)
Maria Sapristi (Earth-616)
Mentac (Earth-616)
Michael Nowlan (Earth-616)
Neal Proudstar (Earth-616)
Nettle (Earth-616)
Pietro Sapristi (Earth-616)
Ramora (Earth-616)
Rizzo (Earth-616)
Rosa Sapristi (Earth-616)
Sally (Barmaid) (Earth-616)
Sandy Stalmaster (Earth-616)
Shaman (Earth-616)
Simas Androvich (Earth-616)
Siren (Warpies) (Earth-616)
Slaggnbir (Earth-616)
Snap (Warpies) (Earth-616)
Starkad (Earth-616)
Sundance (Earth-616)
Susan Hayakawa (Earth-616)
Umbra (Earth-616)
Vivian Dolan (Earth-616)
Zeek (Earth-616)
Airhead (Earth-616)
Anne Garthwaite (Earth-616)
Auctioneer (Earth-616)
Brute (Trash) (Earth-616)
Chuck Cherkle (Earth-616)
Edward Buckman (Earth-616)
G.I. Max (Earth-616)
Irina Tarasova (Earth-616)
Kartak (Earth-616)
Michael Clemson (Earth-616)
Peri (Earth-616)
Priscilla Morrison (Earth-616)
Ptakr (Earth-616)
Rotgut (Earth-616)
Siggorth (Earth-616)
Tus-Katt (Earth-616)
Yorak (Earth-616)
Annie Deitz (Earth-616)
Brickbat (Earth-616)
Cheops (Earth-616)
Frank Baer (Earth-616)
Franz Kraus (Earth-616)
Fred Caskey (Earth-616)
Jack Rollins (LMD) (Earth-616)
James Woo (LMD) (Earth-616)
Jasper Sitwell (LMD) (Earth-616)
Jet (WIldboys) (Earth-616)
Konrad Fassbinder (Earth-616)
Laura Brown (LMD) (Earth-616)
Leaper Logan (Earth-616)
Lynne Huntington (Earth-616)
Major Purge (Earth-616)
Marge Brock (Earth-616)
Martin Jacobi (Earth-616)
Meade (Earth-616)
Miguel Provenza (Earth-616)
Phil (Airport) (Earth-616)
Roky Vance (Earth-616)
Rupert Holloway (Earth-616)
Sheila Blake (Earth-616)
Spit (Wildboys) (Earth-616)
Steven Petty (Earth-616)
Sticker (Foxworth) (Earth-616)
Tammy Blake (Earth-616)
Terry Bollea (Earth-616)
TransHuman ROBot (Earth-616)
Yasir (Earth-616)
Agent Donohue (Earth-616)
Anarchy (ULTIMATUM) (Earth-616)
Basher (Earth-616)
Benjamin Tucker (Earth-616)
Bonehead (Earth-616)
Bud Cable (Earth-616)
Cameron Brock (Earth-616)
Captain Forsa (Earth-616)
Carlton Beatrice (Earth-616)
Clark Finark (Earth-616)
Clyde Bodtchik (Earth-616)
Dakkor (Earth-616)
Demeityr (Earth-616)
Doctor Shiner (Earth-616)
Edward Windhart (Earth-616)
Frank Ensign (Earth-616)
Genevieve Cross (Earth-616)
George Martin (Earth-616)
Gerald Grondier (Earth-616)
Grundor (Earth-616)
Hugh Taylor (Earth-616)
Jack Bascomb (Earth-616)
Jerome Hamilton (Battleaxe) (Earth-616)
Joanna Nivena (Earth-616)
Josu\u00e9 P\u00e9tion (Earth-616)
Jules St. Thomas (Earth-616)
Kar-Sagg (Earth-616)
Khalid Inshallah (Earth-616)
Kholdsor (Earth-616)
Kimberly Schau (Earth-616)
Lemuel Sullivan (Earth-616)
Mary Windhart (Earth-616)
Matt Coris (Earth-616)
Michael Tucker (Earth-616)
Numinus (Earth-616)
Phee (Earth-616)
Phy (Earth-616)
Rat (Earth-616)
Robert Washington (Earth-616)
Robert Windhart (Earth-616)
Rochester (Earth-616)
Roger Loomis (Earth-616)
Roger Welton (Earth-616)
Ryan Laporto (Earth-616)
Sara Krowler (Earth-616)
Scientist Supreme (Earth-616)
Sharon Kelly (Earth-616)
Sian Bowen (Earth-616)
Squid (Atlantean) (Earth-616)
Talmadge Cobbleskill (Earth-616)
Two-Legged Rat (Earth-616)
Umberto Safilios (Earth-616)
Undertow (Surf) (Earth-616)
Victor Barlow (Earth-616)
William Fanshawe (Earth-616)
William Read (Earth-616)
William Wesley (Earth-616)
Zeke Sallinger (Earth-616)
Alder Revery (Earth-616)
Amaterasu (Earth-616)
Babob (Earth-616)
Bando Saburo (Earth-616)
Bear Brother (Earth-616)
Beryl (Earth-616)
Bobbi Chase (Earth-616)
Cara LeBlanc (Earth-616)
Cerise (Ravens) (Earth-616)
Charles Lassiter (Earth-616)
Chicken Wings (Earth-616)
Cobalt (Earth-616)
Dark Dweller (Earth-616)
Ellegua (Earth-616)
Exile (Alien) (Earth-616)
Glaktu (Earth-616)
Hal Goldman (Earth-616)
Harold McGee (Earth-616)
Hosni (Earth-616)
Jason Berg (Earth-616)
Kreutzmann (Earth-616)
Mendev (Earth-616)
Mimoza (Earth-616)
Numacet (Earth-616)
Phil (Earth-616)
Pupugli (Earth-616)
Robert Hanklin (Earth-616)
Robert von Doom (Earth-616)
Savage Fin (Earth-616)
Sluj (Earth-616)
Strokov (Earth-616)
Synthia Naip (Earth-616)
Ticker (Earth-616)
Timothy Jones (Child) (Earth-616)
Uproar (Earth-616)
Utand (Earth-616)
Wiwarto (Earth-616)
Adam Wright (Earth-616)
Arianna Jankos (Earth-616)
Brutus (Earth-616)
Bullfinch (Earth-616)
Burt Garthwaite (Earth-616)
Carmella (Earth-616)
Crimewave (C.W.) (Earth-616)
Devi Bannerjee (Earth-616)
Elizabeth Braddock (War Skrull) (Earth-616)
Ella Pinkwater (Earth-616)
Ent (Earth-616)
Father Time (Elders of the Universe) (Earth-616)
Francesca Tofield (Earth-616)
Gar-Toom (Earth-616)
Imperial Leader (Korbinite) (Earth-616)
Jaboa Murphy (Earth-616)
Kosinski (Earth-616)
Larry Curtiss (Earth-616)
Leonard Kryzewski (Earth-616)
Li Muan Ho (Earth-616)
Linus Dorfman (Earth-616)
Luis Barrett (Earth-616)
Maria Santos (Earth-616)
Masterblaster (Earth-616)
Miles Lipton (Earth-616)
Monkey (Vietnamese) (Earth-616)
Mora Hager (Earth-616)
Mother Inferior (Earth-616)
Mr. Meer (Earth-616)
Mrs. Arranaga (Earth-616)
Mrs. Meer (Earth-616)
Nakka (Earth-616)
Pester (Earth-616)
Phineous Umbridge (Earth-616)
Ripster (Android) (Earth-616)
Sasha Yamir (Earth-616)
Stig (Earth-616)
Theobald Blott (Earth-616)
Unbeing (Earth-616)
Virtual Reality (Earth-616)
Wing (Chaste) (Earth-616)
Alake (Earth-616)
Angeline Kutter (Earth-616)
Araq Mezdbadah (Earth-616)
Aroke (Earth-616)
Arthur Barrington (Earth-616)
Arthur Vale (Earth-616)
Aurora Poule (Earth-616)
Avatar (Triumvirate) (Earth-616)
Briquette (Earth-616)
Burke (Earth-616)
Cathode (Earth-616)
Cody (Werewolf) (Earth-616)
Collier Mack (Earth-616)
Cruz Bushmaster (Earth-616)
Daichi Sakamoto (Earth-616)
Donald Smithfield (Earth-616)
Elio Angelopolous III (Earth-616)
Everett Donnelly (Earth-616)
Firebug (Earth-616)
Gattling (Earth-616)
George Waters (Earth-616)
Glump (Rime Giant) (Earth-616)
Go Vin Ng (Earth-616)
Groonk (Earth-616)
Hamza Halladah (Earth-616)
Henry Akai (Earth-616)
Infinity Thrall (Earth-616)
Jackal (New Man) (Earth-616)
Jodi Furman (Earth-616)
Joe Emberlin (Earth-616)
Johnny Bloodcede (Earth-616)
Kai-Ra (Earth-616)
Khoon (Earth-616)
Lloigoroth (Earth-616)
Lucian Aster (Earth-616)
Mark Conroy (Earth-616)
Max (Earth-616)
Michael Bingham (Earth-616)
Mikula Golubev (Earth-616)
Morton Thurnton (Earth-616)
Nino Cortese (Earth-616)
Onslaught (Imperial Guard) (Earth-616)
Ray Jones (Earth-616)
Razorblade (Werewolf) (Earth-616)
Rick Chalker (Earth-616)
Rugar (Earth-616)
Saint Elmo (Earth-616)
Sasha Pokryshkin (Earth-616)
Selena Slate (Earth-616)
Swift (Death Squad) (Earth-616)
Thor Kid (Earth-616)
Timothy Karlskin (Earth-616)
Victor von Doom (Impostor) (Earth-616)
Vittorio Montesi (Earth-616)
Vladimir Orekhov (Earth-616)
Volga Belle (Earth-616)
William Matson (Earth-616)
Yegor Balinov (Earth-616)
Alessandro Brannex (Earth-616)
Andre LeRoux (Earth-616)
Andromeda (Pantheon) (Earth-616)
Andwella (Earth-616)
Angel of Vengeance (Earth-616)
Anskar (Earth-616)
Ard (Earth-616)
Ars Magna (Earth-616)
Astra (Polemachus) (Earth-616)
Augustyne Phyffe (Earth-616)
Bad Timing (Earth-616)
Ballistik (Earth-616)
Berserker 7 (Earth-616)
Bezial (Earth-616)
Black Curator (Earth-616)
Blitz (Earth-616)
Boneyard (Earth-616)
Butane (Earth-616)
Carcass (Earth-616)
Carjack (Earth-616)
Cassandra (Hydra) (Earth-616)
Celery (Earth-616)
Chon Li (Earth-616)
Contract (Earth-616)
Cubist (Earth-616)
Cyanide (Earth-616)
David Roberts (Earth-616)
Depth Charge (Earth-616)
Dick Chalker (Earth-616)
Doka (Snakeroot) (Earth-616)
Enteki I (Snakeroot) (Earth-616)
Epsilon Red (Earth-616)
Ept-Rass (Earth-616)
Ferret (Warpies) (Earth-616)
Feruze (Snakeroot) (Earth-616)
Flagstone (Earth-616)
Franz Lubischt (Earth-616)
Fugue (Tektos) (Earth-616)
Furman (Earth-616)
Glaze (Earth-616)
Glora Teth (Earth-616)
Gopher (Tommy) (Earth-616)
Gordon Lefferts (Earth-616)
Henri LeBeau (Earth-616)
Henry McCoy (X-Beast) (Earth-616)
High Technician (Earth-616)
Hook (Hellbent) (Earth-616)
Huang Zhu (Earth-616)
Hunger (Extraterrestrial) (Earth-616)
Iskelior (Earth-616)
Jaime Zimmerman (Earth-616)
Jonathan Chambers (Earth-616)
Jonathan Farmer (Earth-616)
Julia Concepcion (Earth-616)
Karbon (Earth-616)
Karia (Earth-616)
Keith Roberts (Earth-616)
Kevin Leary (Earth-616)
Laz-Fire (Earth-616)
Leecher (Earth-616)
Lester Selkirk (Earth-616)
Lodestone (Warpies) (Earth-616)
Louis St. Croix (Earth-616)
Lysander (Bloodseed)
Maggie Langella (Earth-616)
Makio Yakaki (Earth-616)
Mali (Earth-616)
Manx (Earth-616)
Maximilian Stone (Earth-616)
Moira Brandon (Earth-616)
Morel (Earth-616)
Mustard (Warpies) (Earth-616)
Mutate 24-601 (Earth-616)
Nathaniel Great Owl (Earth-616)
Network (Hellbent) (Earth-616)
Neutron Bum (Earth-616)
Nyko Halfghanaghan (Earth-616)
Ocelot (Warpies) (Earth-616)
Orlando Sinclair (Earth-616)
Payload (Earth-616)
Peter Gyrich (Piecemeal) (Earth-616)
Piecemeal (Mutate 416) (Earth-616)
Pixil (Earth-616)
Quinn McIntyre (Earth-616)
Salt (Earth-616)
Samuel Merrick (Earth-616)
Scatter (Lilin) (Earth-616)
Seth Phalkon (Earth-616)
Shakata (Earth-616)
Shiv (Cult Leader) (Earth-616)
Short Circuit (Earth-616)
Shrew (Warpies) (Earth-616)
Silkworm (Warpies) (Earth-616)
Smith (Enhanced) (Earth-616)
Snoop (Earth-616)
Sparky the Lightning Kid (Earth-616)
Technovore (Earth-616)
Teddy Matson (Earth-616)
Thomas Greaves (Earth-616)
Thrym (Earth-616)
Todd Hunter (Earth-616)
Tony Trainer (Earth-616)
Transfaser (Earth-616)
Tribune (Tane) (Earth-616)
Troubleshooter (Earth-616)
Tudo Sokuto (Earth-616)
Victor Lillian (Earth-616)
Vor (Earth-616)
Walter Slocum (Earth-616)
War-Crime (Earth-616)
Willard Jaxton (Earth-616)
Xan Fthgnr (Earth-616)
Zamanathan Rambunazeth (Earth-616)
Afterburner (Earth-616)
Aftermath (Sleeper) (Earth-616)
Agent 22 (Earth-616)
Allegra (Earth-616)
Anton Devine (Earth-616)
Armorer (Earth-616)
Bailiff (Hellstorm) (Earth-616)
Baranka (Earth-616)
Barb (Employee of Arcade) (Earth-616)
Barbara Rave (Earth-616)
Benedict Kine (Earth-616)
Blue Shark (Earth-616)
Bombadier (Elvis) (Earth-616)
Brian Lash (Earth-616)
Brilliant One (Earth-616)
Burlos (Earth-616)
Chris Paxton (Earth-616)
Deadaim (Earth-616)
Desmond Kline (Earth-616)
Drasil (Earth-616)
Eleyn (Earth-616)
Elsa Chandler (Earth-616)
Enigmo (Earth-616)
Faze (Cobalt) (Earth-616)
Fletcher (Earth-616)
Godstalker (Earth-616)
Gregory Slivovitz (Earth-616)
Herbert Isaacs (Earth-616)
James Raydar (Earth-616)
Jennifer Burke (Earth-616)
Jessie Drake (Earth-616)
Jim Redfield (Earth-616)
Jongalt (Earth-616)
Killobyte (Joey) (Earth-616)
Lady Trident (Earth-616)
